,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
MHLTH,0.15058353546344397,0.2556169822443642,0.07490121566039681,-0.18809033372348324,-0.010390660062153657,0.19709117912556576,0.021901544214164084,-0.026115262254537256,0.01792597879427047,-0.02010944666702151,0.049983657449974885,0.055281674710374706,-0.058337987075812336,-0.005780097963836149,-0.12427812633646149,0.08006228596633591,0.026629621104582377,-0.14779101880372594,0.0605528549147655,0.1971109056440178,0.24994944463481375,-0.060929429408591695,-0.0413836289186204,-0.14857075845324103,0.16073321379034677,-0.09559581755078683,0.4445199228179045,0.1811915367442499,-0.06653558307538816,0.33341865497013323,-0.001766889100420825,-0.3716485868136813,-0.2603674283085972,0.1201063984535806,0.12710599398133715,-0.15589437729507716,-0.02760172426196505,0.003476011965141995,-0.03974341978924438,0.010685037436728682
MOBILITY,0.20089068988228068,-0.017115509951824117,-0.009305814775063412,0.019068840629284826,0.036654122218993106,-0.0719327493558158,0.05382214327102025,-0.06621685556084808,0.019285451023928347,-0.008405102672412323,-0.05652362552947483,-0.0651977715246498,-0.007982861364630611,0.052580013374359955,-0.030082770443269218,0.03750577872765916,-0.05795098694093082,-0.08368561264683036,-0.15427391692174594,-0.045214376105705716,0.09856574462317695,-0.051833647122377924,-0.030049072262841592,0.12301514085251554,-0.08286429709538858,-0.18905012916524924,-0.050753087440980435,-0.17899092261238406,0.04057836422134593,-0.1012811332180107,0.17925558205140368,-0.25492471923381615,-0.27645804171187083,-0.19714644850419702,-0.07334436423758368,0.27512163195239503,0.5310371419596722,-0.4269853821578753,0.08038308333270465,0.11848613016920677
OBESITY,0.13969851032471953,0.015873765446120586,0.07014969716872363,0.4360813628154173,0.023545763708367817,0.18179783407782246,0.18456991268034587,0.2761723027727817,0.5113372358758844,-0.2373359508123623,0.04825949392963444,0.04790692197643701,0.1731876871055871,-0.20753399365279265,0.29449109727267114,0.04383184684846275,0.08182670018638435,-0.28901913025079723,0.034043745215091764,-0.1551695218094779,0.06052441576040647,-0.09887926641182049,-0.0027380673111654374,-0.11586603051286072,0.06319748935770764,0.0014262140101399534,-0.07295638315519046,0.037893929296582196,0.015108697773929446,0.043343945732153555,0.00469970859008903,0.0007159935119355199,0.03755613540219324,-0.003597601509488825,-0.008678979334745818,-0.009894800330631032,0.013760465442803047,0.007563525765183349,0.0019238496220827517,-0.002375278272327433
PHLTH,0.1900717089414593,0.11123307718191154,-0.05583222745439752,-0.10367606421636082,0.009976800877604858,0.0762894727729728,0.09606925718635084,-0.023217125028259504,-0.08170197164300462,0.027640708664615644,0.02071649466785181,0.11673838610216392,-0.09776671475036525,0.0570274123363262,0.08160904286546218,0.07977043247725667,-0.009480036228294908,-0.12356753439423299,-0.06940438698571222,0.13335922824084362,-0.08575403904678842,-0.062185179830339415,0.02350965300854513,-0.2501305884489643,-0.16384386470394496,-0.21810387354345348,0.08570375886608037,0.4686517968766912,-0.16432245403488616,-0.2698418353725811,-0.18263047574593266,0.10110774084218271,0.3007752788852066,-0.408092408822507,-0.1105662163872109,0.12054916114194231,-0.05650627867697768,-0.08482620709121796,-0.0075388282913936774,0.15271669264995005
SELFCARE,0.1957897865875286,-0.06548237213349983,-0.035844056071570346,0.032445807681681725,-0.13140650487059485,-0.09092153360326583,0.009968307168414391,-0.04844965145242961,-0.07761556795583521,-0.049830192157191644,0.010639267504403183,0.10273734890544178,-0.06844353538962125,0.006162698605150459,-0.03264644483774889,-0.10215950519162137,-0.08439589620067309,-0.11668518779492192,-0.07020567340265439,-0.0596984824986526,-0.001480859143973813,-0.09553518217991971,-0.1470096972685045,0.12211316237121422,-0.056810586505281965,0.006730304356896574,-0.23920469711092857,-0.01817806797078827,-0.003267258162535633,0.35050497636339667,0.05833556626494174,0.11248551547461545,-0.22412598697926278,-0.10893533543512327,0.0073094413200571196,0.09558018955281156,-0.3442143714394964,0.07396300958924693,-0.24751957571559824,0.6004374777263315
SHUTUTILITY,0.19475967254406368,-0.05217639949676249,0.010663396657981185,-0.002871546924550087,-0.14382089041891724,-0.12774895441462,-0.009609446837252181,0.09782353017936951,-0.012932370780814939,-0.013790608907616509,-0.02835400434122473,-0.03647611737086801,-0.024293113761577834,0.005795422160837939,-0.059411579903821815,-0.16872060161449184,-0.06101751075752326,0.0036811126875585243,0.10826081810401407,0.15762501027453069,0.07904987984823217,0.20741043130336692,-0.08121829795769453,-0.36328868094404787,0.05853967644083824,0.4414302095091704,0.05152536148875869,-0.05880385963398245,0.4080797177626486,0.010844462553097935,0.1508895043047704,-0.1681826942063735,0.07919200821601964,-0.25266602838302804,-0.3188513059186529,0.016264233392836912,-0.03583169061081698,0.08079112931402042,0.2138132049072089,0.04038742377156898
SLEEP,0.1550476179292309,-0.03276237164515441,0.1619252851165343,-0.142550138378951,0.12394535345108854,0.21236737562840466,-0.07591633786916963,0.4682568751539322,0.13301967767989906,0.5340654806576721,-0.06649920064768329,-0.05169702789288497,-0.16437397794645658,0.43772469064577746,0.07971213433422332,-0.2001698626065102,0.05143661330219214,-0.0062016852644672105,0.112201414330307,-0.2046268601579322,0.0010054052751170654,-0.04430099226675447,-0.014459457192528224,0.05217945714967971,-0.023050450200307743,-0.01326321337451876,-0.029029843237251052,-0.006579736042181856,-0.007278586301098261,0.039402695359534876,0.019080065834933935,0.03801591874553567,-0.011979141187008074,0.0029055749147621768,0.006150023169522761,-0.009087338548242035,0.009362951418263724,0.008796266931218613,0.00659278895518195,0.016370645794231628
STROKE,0.19423017234838283,0.0008276674899521517,0.006229439399233833,0.07772433067745477,-0.16208421771415857,-0.13748543558164703,-0.11114058665324494,0.016195840401027096,-0.05973982519318779,0.020688659864584704,-0.06142120551036367,0.1709618216393753,-0.03603260886656169,-0.0753220241078034,-0.11507911015849348,-0.06486125961932421,0.02220224992341846,-0.007554484473767262,-0.009457167788342227,-0.1069727853246651,0.15061223678542668,-0.13310284847551215,-0.04800026796001372,0.23768490983041274,-0.06159766069996723,-0.02208318230461736,-0.12021398527166588,-0.04646826929245845,-0.17868364308612705,0.2903449650742522,-0.21813184359309223,-0.18066516498595084,0.3846384890624373,0.04709653921923039,-0.22233949521967433,-0.1896028794494396,-0.1611847143783225,-0.3751474298424248,0.266169425956314,-0.18775567747792704
TEETHLOST,0.17514420057475885,0.07472927794652495,-0.009519705924445801,0.03337231672762,-0.006257802369604041,-0.06891365331155938,-0.11578278798065338,0.05439494302648193,-0.2511272290211247,0.30494362035865197,0.6589227921206768,-0.10945407105977532,0.5362891522969151,-0.14321258414703147,0.07317175001828756,-0.029174209273951996,-0.0893423808480606,-0.029940216928869834,-0.0062487185669758,-0.09401245318531426,-0.00021269074590435366,0.05246869454073022,-0.01553194335055854,-0.014144802711335572,0.010863908495712064,-0.05366998906440465,0.021114235225294375,0.007741436274985802,-0.002167492222913441,-0.004009782363937869,-0.0058952942490464455,-0.008499220600212049,-0.011883470787036166,-0.0032770131948955047,0.00623381904772391,0.005631668603707618,0.0031101777661954877,0.0009503612862591104,0.00330272213292801,-0.0045507132327855665
VISION,0.18746382681484758,-0.12147413950133018,-0.09380231096249338,-0.010195771698929969,-0.10417144449455068,-0.09605260347807597,0.07553687124961912,-0.05096017035464729,-0.10671065304324671,-0.09007764861151728,-0.024583049970992536,0.012984855851778908,-0.0321664623062614,0.056639918530846954,0.135985138866138,-0.12941111169840747,0.0028439451805598592,0.01304627820407911,0.03693865975172046,-0.06773888630068217,-0.1041275460611363,-0.11732264164121901,-0.08492654917826936,-0.12478255045480986,-0.16224121641903622,-0.08719715017667054,-0.07834935199847652,0.011254684137416454,-0.014400356192582384,0.2034141716200187,0.0175524784894566,0.1583788052997974,-0.3433135603529709,-0.41013933541510794,0.24351133431118113,-0.22649553037120274,0.005728161206150328,0.08101658528873923,0.030788183750504197,-0.5367978313018693
