LocationID,LocationName,StateAbbr,StateDesc,TotalPopulation
17037,DeKalb,IL,Illinois,"100,288"
13257,Stephens,GA,Georgia,"27,228"
16007,Bear Lake,ID,Idaho,"6,766"
17113,McLean,IL,Illinois,"170,441"
16015,Boise,ID,Idaho,"8,517"
17163,St. Clair,IL,Illinois,"251,018"
13237,Putnam,GA,Georgia,"23,129"
13233,Polk,GA,Georgia,"44,223"
17105,Livingston,IL,Illinois,"35,320"
13231,Pike,GA,Georgia,"20,461"
17125,Mason,IL,Illinois,"12,523"
17101,Lawrence,IL,Illinois,"14,813"
17177,Stephenson,IL,Illinois,"43,105"
16057,Latah,ID,Idaho,"41,301"
16083,Twin Falls,ID,Idaho,"95,156"
13299,Ware,GA,Georgia,"36,243"
17147,Piatt,IL,Illinois,"16,714"
13317,Wilkes,GA,Georgia,"9,518"
17057,Fulton,IL,Illinois,"32,541"
15009,Maui,HI,Hawaii,"164,183"
17115,Macon,IL,Illinois,"100,591"
13195,Madison,GA,Georgia,"32,191"
16047,Gooding,ID,Idaho,"16,061"
17043,DuPage,IL,Illinois,"921,213"
13311,White,GA,Georgia,"29,026"
17119,Madison,IL,Illinois,"262,752"
17167,Sangamon,IL,Illinois,"193,491"
17133,Monroe,IL,Illinois,"34,957"
16059,Lemhi,ID,Idaho,"8,441"
13179,Liberty,GA,Georgia,"69,210"
17023,Clark,IL,Illinois,"15,088"
17033,Crawford,IL,Illinois,"18,300"
17145,Perry,IL,Illinois,"20,503"
16019,Bonneville,ID,Idaho,"131,366"
16055,Kootenai,ID,Idaho,"185,010"
16069,Nez Perce,ID,Idaho,"42,987"
17061,Greene,IL,Illinois,"11,543"
13297,Walton,GA,Georgia,"106,702"
16037,Custer,ID,Idaho,"4,523"
16033,Clark,ID,Idaho,801
17039,De Witt,IL,Illinois,"15,365"
17027,Clinton,IL,Illinois,"36,785"
13319,Wilkinson,GA,Georgia,"8,725"
16001,Ada,ID,Idaho,"524,673"
16005,Bannock,ID,Idaho,"90,400"
17169,Schuyler,IL,Illinois,"6,733"
17071,Henderson,IL,Illinois,"6,088"
16075,Payette,ID,Idaho,"27,279"
17001,Adams,IL,Illinois,"64,441"
16013,Blaine,ID,Idaho,"25,041"
17075,Iroquois,IL,Illinois,"26,136"
17009,Brown,IL,Illinois,"6,294"
13277,Tift,GA,Georgia,"41,554"
17085,Jo Daviess,IL,Illinois,"21,756"
13171,Lamar,GA,Georgia,"20,401"
17025,Clay,IL,Illinois,"12,999"
13275,Thomas,GA,Georgia,"45,649"
13281,Towns,GA,Georgia,"13,035"
13263,Talbot,GA,Georgia,"5,718"
17183,Vermilion,IL,Illinois,"71,652"
17179,Tazewell,IL,Illinois,"129,541"
16009,Benewah,ID,Idaho,"10,369"
13295,Walker,GA,Georgia,"69,489"
17079,Jasper,IL,Illinois,"9,144"
17055,Franklin,IL,Illinois,"37,138"
13235,Pulaski,GA,Georgia,"10,095"
17127,Massac,IL,Illinois,"13,661"
13285,Troup,GA,Georgia,"70,742"
17141,Ogle,IL,Illinois,"51,265"
17087,Johnson,IL,Illinois,"13,326"
17165,Saline,IL,Illinois,"22,873"
17059,Gallatin,IL,Illinois,"4,670"
13313,Whitfield,GA,Georgia,"103,687"
17091,Kankakee,IL,Illinois,"105,940"
16017,Bonner,ID,Idaho,"52,547"
17019,Champaign,IL,Illinois,"205,644"
16041,Franklin,ID,Idaho,"15,494"
13239,Quitman,GA,Georgia,"2,280"
16031,Cassia,ID,Idaho,"25,696"
17173,Shelby,IL,Illinois,"20,568"
13293,Upson,GA,Georgia,"28,263"
17153,Pulaski,IL,Illinois,"4,911"
16061,Lewis,ID,Idaho,"3,739"
13249,Schley,GA,Georgia,"4,526"
17047,Edwards,IL,Illinois,"5,968"
16045,Gem,ID,Idaho,"21,071"
13261,Sumter,GA,Georgia,"28,890"
17069,Hardin,IL,Illinois,"3,569"
17111,McHenry,IL,Illinois,"312,800"
17041,Douglas,IL,Illinois,"19,629"
19159,Ringgold,IA,Iowa,"4,642"
20023,Cheyenne,KS,Kansas,"2,636"
18017,Cass,IN,Indiana,"37,666"
19081,Hancock,IA,Iowa,"10,615"
20017,Chase,KS,Kansas,"2,579"
20009,Barton,KS,Kansas,"24,899"
18139,Rush,IN,Indiana,"16,847"
19107,Keokuk,IA,Iowa,"9,914"
19133,Monona,IA,Iowa,"8,493"
19011,Benton,IA,Iowa,"25,796"
19151,Pocahontas,IA,Iowa,"6,976"
19023,Butler,IA,Iowa,"14,172"
18027,Daviess,IN,Indiana,"33,656"
18137,Ripley,IN,Indiana,"29,227"
18019,Clark,IN,Indiana,"125,467"
19059,Dickinson,IA,Iowa,"18,056"
18065,Henry,IN,Indiana,"48,929"
18177,Wayne,IN,Indiana,"66,127"
20031,Coffey,KS,Kansas,"8,251"
19181,Warren,IA,Iowa,"55,205"
18059,Hancock,IN,Indiana,"86,166"
19137,Montgomery,IA,Iowa,"10,139"
20007,Barber,KS,Kansas,"4,071"
19141,O'Brien,IA,Iowa,"14,012"
18099,Marshall,IN,Indiana,"46,352"
18033,DeKalb,IN,Indiana,"44,198"
19025,Calhoun,IA,Iowa,"9,763"
20013,Brown,KS,Kansas,"9,250"
18055,Greene,IN,Indiana,"31,196"
19033,Cerro Gordo,IA,Iowa,"42,406"
19189,Winnebago,IA,Iowa,"10,571"
20021,Cherokee,KS,Kansas,"19,054"
18107,Montgomery,IN,Indiana,"38,573"
19005,Allamakee,IA,Iowa,"14,074"
19135,Monroe,IA,Iowa,"7,504"
18093,Lawrence,IN,Indiana,"45,084"
18129,Posey,IN,Indiana,"25,040"
19097,Jackson,IA,Iowa,"19,342"
18037,Dubois,IN,Indiana,"43,546"
19161,Sac,IA,Iowa,"9,686"
20029,Cloud,KS,Kansas,"8,854"
18047,Franklin,IN,Indiana,"23,096"
18165,Vermillion,IN,Indiana,"15,417"
19041,Clay,IA,Iowa,"16,511"
19179,Wapello,IA,Iowa,"35,166"
20003,Anderson,KS,Kansas,"7,838"
19015,Boone,IA,Iowa,"26,590"
18121,Parke,IN,Indiana,"16,484"
19071,Fremont,IA,Iowa,"6,458"
19047,Crawford,IA,Iowa,"16,013"
20027,Clay,KS,Kansas,"8,007"
20063,Gove,KS,Kansas,"2,735"
18097,Marion,IN,Indiana,"968,460"
18141,St. Joseph,IN,Indiana,"272,848"
19139,Muscatine,IA,Iowa,"42,218"
18175,Washington,IN,Indiana,"28,205"
19019,Buchanan,IA,Iowa,"20,691"
19065,Fayette,IA,Iowa,"19,210"
18063,Hendricks,IN,Indiana,"186,387"
17201,Winnebago,IL,Illinois,"280,922"
19127,Marshall,IA,Iowa,"40,014"
19123,Mahaska,IA,Iowa,"21,874"
18023,Clinton,IN,Indiana,"32,730"
18051,Gibson,IN,Indiana,"32,904"
19007,Appanoose,IA,Iowa,"12,119"
20035,Cowley,KS,Kansas,"34,157"
18105,Monroe,IN,Indiana,"139,342"
19153,Polk,IA,Iowa,"505,255"
19055,Delaware,IA,Iowa,"17,600"
20045,Douglas,KS,Kansas,"120,553"
19191,Winneshiek,IA,Iowa,"19,815"
18013,Brown,IN,Indiana,"15,653"
19057,Des Moines,IA,Iowa,"38,253"
20001,Allen,KS,Kansas,"12,412"
19075,Grundy,IA,Iowa,"12,384"
18053,Grant,IN,Indiana,"66,200"
18069,Huntington,IN,Indiana,"36,781"
18115,Ohio,IN,Indiana,"6,004"
19125,Marion,IA,Iowa,"33,770"
20061,Geary,KS,Kansas,"35,047"
20039,Decatur,KS,Kansas,"2,712"
18031,Decatur,IN,Indiana,"26,399"
18123,Perry,IN,Indiana,"19,209"
19013,Black Hawk,IA,Iowa,"130,471"
20005,Atchison,KS,Kansas,"16,016"
18157,Tippecanoe,IN,Indiana,"188,792"
19145,Page,IA,Iowa,"15,014"
19017,Bremer,IA,Iowa,"25,307"
19195,Worth,IA,Iowa,"7,297"
19157,Poweshiek,IA,Iowa,"18,453"
19089,Howard,IA,Iowa,"9,376"
18045,Fountain,IN,Indiana,"16,731"
18125,Pike,IN,Indiana,"12,106"
19175,Union,IA,Iowa,"11,906"
18101,Martin,IN,Indiana,"9,897"
19095,Iowa,IA,Iowa,"16,381"
19051,Davis,IA,Iowa,"9,169"
18169,Wabash,IN,Indiana,"30,670"
20055,Finney,KS,Kansas,"37,466"
18095,Madison,IN,Indiana,"132,504"
19119,Lyon,IA,Iowa,"12,324"
19183,Washington,IA,Iowa,"22,560"
19113,Linn,IA,Iowa,"228,972"
18089,Lake,IN,Indiana,"500,598"
18161,Union,IN,Indiana,"6,973"
18085,Kosciusko,IN,Indiana,"80,364"
19039,Clarke,IA,Iowa,"9,588"
18143,Scott,IN,Indiana,"24,657"
19073,Greene,IA,Iowa,"8,584"
18079,Jennings,IN,Indiana,"27,622"
19171,Tama,IA,Iowa,"16,833"
20049,Elk,KS,Kansas,"2,467"
19053,Decatur,IA,Iowa,"7,665"
19035,Cherokee,IA,Iowa,"11,605"
19197,Wright,IA,Iowa,"12,656"
18015,Carroll,IN,Indiana,"20,525"
18127,Porter,IN,Indiana,"175,335"
20043,Doniphan,KS,Kansas,"7,493"
19079,Hamilton,IA,Iowa,"14,729"
18087,LaGrange,IN,Indiana,"40,907"
18009,Blackford,IN,Indiana,"11,893"
19001,Adair,IA,Iowa,"7,389"
18171,Warren,IN,Indiana,"8,518"
20033,Comanche,KS,Kansas,"1,655"
20047,Edwards,KS,Kansas,"2,733"
19063,Emmet,IA,Iowa,"9,229"
18039,Elkhart,IN,Indiana,"206,409"
19165,Shelby,IA,Iowa,"11,806"
19029,Cass,IA,Iowa,"13,130"
19121,Madison,IA,Iowa,"16,971"
19103,Johnson,IA,Iowa,"157,528"
18135,Randolph,IN,Indiana,"24,216"
18007,Benton,IN,Indiana,"8,729"
19009,Audubon,IA,Iowa,"5,534"
18041,Fayette,IN,Indiana,"23,362"
19083,Hardin,IA,Iowa,"16,463"
19037,Chickasaw,IA,Iowa,"11,658"
18043,Floyd,IN,Indiana,"80,809"
18005,Bartholomew,IN,Indiana,"84,003"
18149,Starke,IN,Indiana,"23,206"
18145,Shelby,IN,Indiana,"45,231"
17203,Woodford,IL,Illinois,"38,285"
18057,Hamilton,IN,Indiana,"371,645"
19143,Osceola,IA,Iowa,"5,978"
18155,Switzerland,IN,Indiana,"10,019"
19109,Kossuth,IA,Iowa,"14,396"
19027,Carroll,IA,Iowa,"20,522"
20015,Butler,KS,Kansas,"68,632"
18111,Newton,IN,Indiana,"13,960"
19093,Ida,IA,Iowa,"6,833"
19101,Jefferson,IA,Iowa,"15,440"
19169,Story,IA,Iowa,"98,566"
18083,Knox,IN,Indiana,"36,070"
19085,Harrison,IA,Iowa,"14,670"
18119,Owen,IN,Indiana,"21,532"
18159,Tipton,IN,Indiana,"15,256"
18113,Noble,IN,Indiana,"47,430"
18167,Vigo,IN,Indiana,"106,153"
18011,Boone,IN,Indiana,"76,120"
19031,Cedar,IA,Iowa,"18,302"
18179,Wells,IN,Indiana,"28,555"
18133,Putnam,IN,Indiana,"37,567"
19131,Mitchell,IA,Iowa,"10,518"
19155,Pottawattamie,IA,Iowa,"93,179"
18153,Sullivan,IN,Indiana,"20,757"
19177,Van Buren,IA,Iowa,"7,266"
20059,Franklin,KS,Kansas,"26,125"
19067,Floyd,IA,Iowa,"15,326"
19105,Jones,IA,Iowa,"20,900"
20057,Ford,KS,Kansas,"33,980"
18117,Orange,IN,Indiana,"19,638"
19129,Mills,IA,Iowa,"14,633"
18073,Jasper,IN,Indiana,"33,535"
20019,Chautauqua,KS,Kansas,"3,347"
18003,Allen,IN,Indiana,"394,545"
20053,Ellsworth,KS,Kansas,"6,357"
18131,Pulaski,IN,Indiana,"12,385"
19077,Guthrie,IA,Iowa,"10,722"
18147,Spencer,IN,Indiana,"19,910"
19043,Clayton,IA,Iowa,"16,969"
19167,Sioux,IA,Iowa,"36,246"
19091,Humboldt,IA,Iowa,"9,500"
20011,Bourbon,KS,Kansas,"14,408"
19187,Webster,IA,Iowa,"36,485"
18103,Miami,IN,Indiana,"35,402"
19111,Lee,IA,Iowa,"32,565"
18071,Jackson,IN,Indiana,"46,460"
19021,Buena Vista,IA,Iowa,"20,567"
18049,Fulton,IN,Indiana,"20,358"
18183,Whitley,IN,Indiana,"34,742"
18067,Howard,IN,Indiana,"83,831"
18029,Dearborn,IN,Indiana,"51,215"
19185,Wayne,IA,Iowa,"6,557"
18173,Warrick,IN,Indiana,"65,867"
19147,Palo Alto,IA,Iowa,"8,810"
18001,Adams,IN,Indiana,"36,288"
18091,LaPorte,IN,Indiana,"111,706"
18061,Harrison,IN,Indiana,"40,006"
19049,Dallas,IA,Iowa,"111,092"
18075,Jay,IN,Indiana,"20,032"
20041,Dickinson,KS,Kansas,"18,445"
18163,Vanderburgh,IN,Indiana,"179,810"
19115,Louisa,IA,Iowa,"10,513"
19193,Woodbury,IA,Iowa,"105,951"
20037,Crawford,KS,Kansas,"38,764"
18035,Delaware,IN,Indiana,"112,321"
19087,Henry,IA,Iowa,"19,547"
19149,Plymouth,IA,Iowa,"25,722"
19003,Adams,IA,Iowa,"3,544"
19173,Taylor,IA,Iowa,"5,924"
19099,Jasper,IA,Iowa,"37,919"
20051,Ellis,KS,Kansas,"28,810"
18181,White,IN,Indiana,"24,917"
18109,Morgan,IN,Indiana,"73,227"
19045,Clinton,IA,Iowa,"46,158"
19163,Scott,IA,Iowa,"174,270"
17199,Williamson,IL,Illinois,"66,706"
18151,Steuben,IN,Indiana,"34,917"
19117,Lucas,IA,Iowa,"8,747"
18077,Jefferson,IN,Indiana,"33,056"
19069,Franklin,IA,Iowa,"9,875"
18025,Crawford,IN,Indiana,"10,438"
20025,Clark,KS,Kansas,"1,847"
19061,Dubuque,IA,Iowa,"98,887"
24021,Frederick,MD,Maryland,"293,391"
20119,Meade,KS,Kansas,"3,911"
22039,Evangeline,LA,Louisiana,"31,754"
20081,Haskell,KS,Kansas,"3,630"
25025,Suffolk,MA,Massachusetts,"768,425"
20065,Graham,KS,Kansas,"2,376"
20199,Wallace,KS,Kansas,"1,509"
22009,Avoyelles,LA,Louisiana,"38,408"
20205,Wilson,KS,Kansas,"8,382"
24041,Talbot,MD,Maryland,"37,823"
22073,Ouachita,LA,Louisiana,"157,568"
26029,Charlevoix,MI,Michigan,"26,159"
20139,Osage,KS,Kansas,"15,824"
20105,Lincoln,KS,Kansas,"2,920"
25011,Franklin,MA,Massachusetts,"70,836"
20201,Washington,KS,Kansas,"5,504"
22075,Plaquemines,LA,Louisiana,"22,386"
22053,Jefferson Davis,LA,Louisiana,"31,553"
21049,Clark,KY,Kentucky,"37,304"
20161,Riley,KS,Kansas,"71,402"
22097,St. Landry,LA,Louisiana,"81,464"
25007,Dukes,MA,Massachusetts,"20,819"
20101,Lane,KS,Kansas,"1,529"
20169,Saline,KS,Kansas,"53,098"
22059,LaSalle,LA,Louisiana,"14,800"
25023,Plymouth,MA,Massachusetts,"535,308"
25003,Berkshire,MA,Massachusetts,"126,818"
26025,Calhoun,MI,Michigan,"133,366"
26031,Cheboygan,MI,Michigan,"26,048"
20175,Seward,KS,Kansas,"21,067"
20111,Lyon,KS,Kansas,"32,172"
20097,Kiowa,KS,Kansas,"2,374"
24039,Somerset,MD,Maryland,"24,910"
22089,St. Charles,LA,Louisiana,"50,620"
23029,Washington,ME,Maine,"31,555"
23031,York,ME,Maine,"218,586"
20099,Labette,KS,Kansas,"19,728"
22091,St. Helena,LA,Louisiana,"10,774"
21109,Jackson,KY,Kentucky,"13,104"
20079,Harvey,KS,Kansas,"33,504"
24015,Cecil,MD,Maryland,"105,672"
26033,Chippewa,MI,Michigan,"36,264"
21113,Jessamine,KY,Kentucky,"55,017"
25019,Nantucket,MA,Massachusetts,"14,444"
20203,Wichita,KS,Kansas,"2,082"
21227,Warren,KY,Kentucky,"142,229"
24025,Harford,MD,Maryland,"264,644"
26015,Barry,MI,Michigan,"63,808"
21065,Estill,KY,Kentucky,"13,936"
23025,Somerset,ME,Maine,"51,302"
26027,Cass,MI,Michigan,"51,642"
22125,West Feliciana,LA,Louisiana,"15,371"
20073,Greenwood,KS,Kansas,"5,870"
22055,Lafayette,LA,Louisiana,"249,750"
23011,Kennebec,ME,Maine,"127,259"
20185,Stafford,KS,Kansas,"3,909"
21165,Menifee,KY,Kentucky,"6,286"
21103,Henry,KY,Kentucky,"15,973"
20137,Norton,KS,Kansas,"5,330"
24013,Carroll,MD,Maryland,"176,639"
20109,Logan,KS,Kansas,"2,665"
22081,Red River,LA,Louisiana,"7,356"
22083,Richland,LA,Louisiana,"19,712"
22111,Union,LA,Louisiana,"20,650"
20121,Miami,KS,Kansas,"35,320"
20179,Sheridan,KS,Kansas,"2,423"
20141,Osborne,KS,Kansas,"3,427"
20167,Russell,KS,Kansas,"6,723"
20147,Phillips,KS,Kansas,"4,761"
22065,Madison,LA,Louisiana,"9,246"
20165,Rush,KS,Kansas,"2,830"
21003,Allen,KY,Kentucky,"21,788"
25017,Middlesex,MA,Massachusetts,"1,623,952"
22093,St. James,LA,Louisiana,"19,191"
20123,Mitchell,KS,Kansas,"5,719"
20067,Grant,KS,Kansas,"7,147"
22051,Jefferson,LA,Louisiana,"421,777"
20117,Marshall,KS,Kansas,"9,933"
20187,Stanton,KS,Kansas,"1,901"
20115,Marion,KS,Kansas,"11,690"
23013,Knox,ME,Maine,"40,977"
22079,Rapides,LA,Louisiana,"126,260"
22023,Cameron,LA,Louisiana,"4,768"
26035,Clare,MI,Michigan,"31,316"
22105,Tangipahoa,LA,Louisiana,"138,064"
22013,Bienville,LA,Louisiana,"12,366"
21077,Gallatin,KY,Kentucky,"8,792"
22017,Caddo,LA,Louisiana,"226,386"
24035,Queen Anne's,MD,Maryland,"52,508"
20197,Wabaunsee,KS,Kansas,"7,057"
22041,Franklin,LA,Louisiana,"19,285"
22027,Claiborne,LA,Louisiana,"13,670"
20155,Reno,KS,Kansas,"61,497"
22121,West Baton Rouge,LA,Louisiana,"28,266"
22011,Beauregard,LA,Louisiana,"36,827"
20149,Pottawatomie,KS,Kansas,"26,382"
20113,McPherson,KS,Kansas,"30,091"
20075,Hamilton,KS,Kansas,"2,437"
20103,Leavenworth,KS,Kansas,"83,518"
26001,Alcona,MI,Michigan,"10,489"
20091,Johnson,KS,Kansas,"622,237"
24005,Baltimore,MD,Maryland,"844,703"
20183,Smith,KS,Kansas,"3,590"
23021,Piscataquis,ME,Maine,"17,486"
23001,Androscoggin,ME,Maine,"113,765"
20107,Linn,KS,Kansas,"9,860"
24047,Worcester,MD,Maryland,"54,171"
24510,Baltimore,MD,Maryland,"565,239"
21161,Mason,KY,Kentucky,"16,841"
20143,Ottawa,KS,Kansas,"5,818"
24011,Caroline,MD,Maryland,"33,593"
24027,Howard,MD,Maryland,"336,001"
20095,Kingman,KS,Kansas,"7,066"
26021,Berrien,MI,Michigan,"152,261"
22015,Bossier,LA,Louisiana,"129,795"
22127,Winn,LA,Louisiana,"13,216"
22069,Natchitoches,LA,Louisiana,"36,291"
21089,Greenup,KY,Kentucky,"35,221"
22107,Tensas,LA,Louisiana,"3,764"
20087,Jefferson,KS,Kansas,"18,327"
22061,Lincoln,LA,Louisiana,"47,962"
20151,Pratt,KS,Kansas,"9,082"
25027,Worcester,MA,Massachusetts,"866,866"
20163,Rooks,KS,Kansas,"4,778"
20089,Jewell,KS,Kansas,"2,847"
20071,Greeley,KS,Kansas,"1,181"
22087,St. Bernard,LA,Louisiana,"44,463"
22031,De Soto,LA,Louisiana,"27,114"
20125,Montgomery,KS,Kansas,"30,568"
22037,East Feliciana,LA,Louisiana,"19,229"
24017,Charles,MD,Maryland,"171,973"
23015,Lincoln,ME,Maine,"36,507"
22067,Morehouse,LA,Louisiana,"23,955"
25005,Bristol,MA,Massachusetts,"581,841"
26011,Arenac,MI,Michigan,"15,145"
22113,Vermilion,LA,Louisiana,"56,992"
20153,Rawlins,KS,Kansas,"2,463"
21203,Rockcastle,KY,Kentucky,"16,190"
24031,Montgomery,MD,Maryland,"1,058,474"
22003,Allen,LA,Louisiana,"22,112"
26003,Alger,MI,Michigan,"8,757"
21117,Kenton,KY,Kentucky,"171,321"
20133,Neosho,KS,Kansas,"15,420"
20129,Morton,KS,Kansas,"2,580"
21095,Harlan,KY,Kentucky,"25,324"
24023,Garrett,MD,Maryland,"28,423"
20127,Morris,KS,Kansas,"5,334"
24043,Washington,MD,Maryland,"155,813"
24019,Dorchester,MD,Maryland,"32,879"
26017,Bay,MI,Michigan,"102,500"
22045,Iberia,LA,Louisiana,"67,659"
20195,Trego,KS,Kansas,"2,731"
21055,Crittenden,KY,Kentucky,"8,974"
21195,Pike,KY,Kentucky,"55,973"
25015,Hampshire,MA,Massachusetts,"162,502"
21031,Butler,KY,Kentucky,"12,375"
23005,Cumberland,ME,Maine,"310,230"
21143,Lyon,KY,Kentucky,"9,187"
21201,Robertson,KY,Kentucky,"2,313"
24033,Prince George's,MD,Maryland,"947,430"
20093,Kearny,KS,Kansas,"3,823"
22071,Orleans,LA,Louisiana,"364,136"
22035,East Carroll,LA,Louisiana,"6,829"
22119,Webster,LA,Louisiana,"35,238"
20207,Woodson,KS,Kansas,"3,115"
24037,St. Mary's,MD,Maryland,"115,281"
26007,Alpena,MI,Michigan,"28,904"
21085,Grayson,KY,Kentucky,"26,825"
20083,Hodgeman,KS,Kansas,"1,655"
25001,Barnstable,MA,Massachusetts,"231,735"
22047,Iberville,LA,Louisiana,"29,617"
20077,Harper,KS,Kansas,"5,435"
22099,St. Martin,LA,Louisiana,"51,057"
22109,Terrebonne,LA,Louisiana,"103,616"
25013,Hampden,MA,Massachusetts,"460,291"
22007,Assumption,LA,Louisiana,"20,160"
22043,Grant,LA,Louisiana,"21,911"
22057,Lafourche,LA,Louisiana,"95,056"
21137,Lincoln,KY,Kentucky,"24,776"
23009,Hancock,ME,Maine,"56,526"
20193,Thomas,KS,Kansas,"7,865"
22025,Catahoula,LA,Louisiana,"8,414"
22021,Caldwell,LA,Louisiana,"9,389"
22115,Vernon,LA,Louisiana,"46,250"
22103,St. Tammany,LA,Louisiana,"275,583"
21043,Carter,KY,Kentucky,"26,366"
21149,McLean,KY,Kentucky,"9,054"
21189,Owsley,KY,Kentucky,"4,001"
21045,Casey,KY,Kentucky,"15,918"
23019,Penobscot,ME,Maine,"155,312"
22063,Livingston,LA,Louisiana,"150,145"
22077,Pointe Coupee,LA,Louisiana,"20,000"
21067,Fayette,KY,Kentucky,"320,154"
22001,Acadia,LA,Louisiana,"56,489"
23023,Sagadahoc,ME,Maine,"37,513"
22085,Sabine,LA,Louisiana,"21,906"
20173,Sedgwick,KS,Kansas,"528,469"
24001,Allegany,MD,Maryland,"67,273"
20069,Gray,KS,Kansas,"5,743"
22101,St. Mary,LA,Louisiana,"47,055"
21131,Leslie,KY,Kentucky,"9,864"
20171,Scott,KS,Kansas,"4,922"
21171,Monroe,KY,Kentucky,"11,306"
20177,Shawnee,KS,Kansas,"177,746"
20159,Rice,KS,Kansas,"9,260"
26023,Branch,MI,Michigan,"45,215"
26019,Benzie,MI,Michigan,"18,441"
21209,Scott,KY,Kentucky,"60,168"
20191,Sumner,KS,Kansas,"22,334"
21125,Laurel,KY,Kentucky,"63,296"
23027,Waldo,ME,Maine,"40,620"
23003,Aroostook,ME,Maine,"67,351"
20131,Nemaha,KS,Kansas,"10,114"
21075,Fulton,KY,Kentucky,"6,338"
24045,Wicomico,MD,Maryland,"104,800"
21155,Marion,KY,Kentucky,"19,834"
21071,Floyd,KY,Kentucky,"34,423"
20181,Sherman,KS,Kansas,"5,844"
25009,Essex,MA,Massachusetts,"810,089"
24003,Anne Arundel,MD,Maryland,"594,582"
26005,Allegan,MI,Michigan,"121,939"
23007,Franklin,ME,Maine,"30,828"
21119,Knott,KY,Kentucky,"13,659"
20209,Wyandotte,KS,Kansas,"165,281"
21097,Harrison,KY,Kentucky,"19,415"
24009,Calvert,MD,Maryland,"94,728"
22005,Ascension,LA,Louisiana,"131,632"
22095,St. John the Baptist,LA,Louisiana,"39,592"
22029,Concordia,LA,Louisiana,"17,688"
20135,Ness,KS,Kansas,"2,618"
22019,Calcasieu,LA,Louisiana,"203,761"
26013,Baraga,MI,Michigan,"8,310"
21037,Campbell,KY,Kentucky,"93,702"
20189,Stevens,KS,Kansas,"5,077"
21035,Calloway,KY,Kentucky,"38,280"
25021,Norfolk,MA,Massachusetts,"727,473"
22049,Jackson,LA,Louisiana,"14,746"
21091,Hancock,KY,Kentucky,"8,920"
21025,Breathitt,KY,Kentucky,"12,953"
21225,Union,KY,Kentucky,"13,106"
20145,Pawnee,KS,Kansas,"6,126"
22123,West Carroll,LA,Louisiana,"9,323"
21133,Letcher,KY,Kentucky,"20,423"
22033,East Baton Rouge,LA,Louisiana,"448,467"
21111,Jefferson,KY,Kentucky,"772,144"
20157,Republic,KS,Kansas,"4,627"
23017,Oxford,ME,Maine,"59,905"
21219,Todd,KY,Kentucky,"12,494"
21167,Mercer,KY,Kentucky,"23,097"
24029,Kent,MD,Maryland,"19,303"
21057,Cumberland,KY,Kentucky,"6,000"
21177,Muhlenberg,KY,Kentucky,"30,568"
21163,Meade,KY,Kentucky,"30,131"
21135,Lewis,KY,Kentucky,"12,973"
21079,Garrard,KY,Kentucky,"17,829"
21141,Logan,KY,Kentucky,"28,283"
21183,Ohio,KY,Kentucky,"23,626"
21207,Russell,KY,Kentucky,"18,279"
21027,Breckinridge,KY,Kentucky,"21,124"
21081,Grant,KY,Kentucky,"25,619"
21213,Simpson,KY,Kentucky,"20,195"
21019,Boyd,KY,Kentucky,"47,826"
21107,Hopkins,KY,Kentucky,"44,929"
22117,Washington,LA,Louisiana,"44,865"
21157,Marshall,KY,Kentucky,"31,744"
21033,Caldwell,KY,Kentucky,"12,551"
21015,Boone,KY,Kentucky,"140,496"
21013,Bell,KY,Kentucky,"23,317"
21129,Lee,KY,Kentucky,"7,293"
21173,Montgomery,KY,Kentucky,"28,527"
21023,Bracken,KY,Kentucky,"8,426"
21039,Carlisle,KY,Kentucky,"4,704"
21009,Barren,KY,Kentucky,"45,008"
21051,Clay,KY,Kentucky,"19,648"
21229,Washington,KY,Kentucky,"12,267"
21181,Nicholas,KY,Kentucky,"7,686"
21175,Morgan,KY,Kentucky,"14,283"
21029,Bullitt,KY,Kentucky,"84,863"
21233,Webster,KY,Kentucky,"12,726"
21041,Carroll,KY,Kentucky,"10,987"
21083,Graves,KY,Kentucky,"36,461"
21123,Larue,KY,Kentucky,"15,303"
21153,Magoffin,KY,Kentucky,"11,228"
21061,Edmonson,KY,Kentucky,"12,448"
21221,Trigg,KY,Kentucky,"14,369"
21147,McCreary,KY,Kentucky,"17,050"
21151,Madison,KY,Kentucky,"96,735"
21017,Bourbon,KY,Kentucky,"20,134"
21105,Hickman,KY,Kentucky,"4,447"
21187,Owen,KY,Kentucky,"11,313"
21217,Taylor,KY,Kentucky,"26,443"
21001,Adair,KY,Kentucky,"19,264"
21047,Christian,KY,Kentucky,"72,032"
21211,Shelby,KY,Kentucky,"49,515"
21115,Johnson,KY,Kentucky,"22,116"
21069,Fleming,KY,Kentucky,"15,442"
21059,Daviess,KY,Kentucky,"103,458"
21199,Pulaski,KY,Kentucky,"66,191"
21235,Whitley,KY,Kentucky,"36,825"
21197,Powell,KY,Kentucky,"12,972"
21063,Elliott,KY,Kentucky,"7,245"
21193,Perry,KY,Kentucky,"27,133"
21121,Knox,KY,Kentucky,"29,794"
21169,Metcalfe,KY,Kentucky,"10,482"
21101,Henderson,KY,Kentucky,"44,119"
21011,Bath,KY,Kentucky,"12,975"
21205,Rowan,KY,Kentucky,"24,409"
21053,Clinton,KY,Kentucky,"9,148"
21007,Ballard,KY,Kentucky,"7,582"
21239,Woodford,KY,Kentucky,"27,268"
